"Name","epoch/val_categorical_accuracy (Max)","Notes","Runtime","CACHEING","DELTA","ROTATE_LIMIT","SCALE_LIMIT","SHIFT_LIMIT","TAU","T_max","decay","epochs","max_lr","min_lr","scheduler","train_size","unique_classes","val_size","video_length","epoch/categorical_accuracy","epoch/epoch","epoch/learning_rate","epoch/loss","epoch/val_loss"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","385","","225","15","0.1","0.1","255","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.6812499761581421","29","0.00002519240115361754","0.6093232035636902","1.6541656255722046"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","272","","118","15","0.1","0.1","177","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7437499761581421","29","0.00002519240115361754","0.5323362946510315","5.928666114807129"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","273","","57","15","0.1","0.1","201","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.737500011920929","29","0.00002519240115361754","0.5099452137947083","2.166421890258789"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","274","","47","15","0.1","0.1","141","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.75","29","0.00002519240115361754","0.5534860491752625","1.468894362449646"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.6499999761581421","Model summary : 
None","216","","211","15","0.1","0.1","230","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.6875","29","0.00002519240115361754","0.5886805653572083","5.465514183044434"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","382","","36","15","0.1","0.1","98","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.731249988079071","29","0.00002519240115361754","0.5240609645843506","1.4096440076828003"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","323","","0","10","0.05","0.1","44","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.887499988079071","29","0.00002519240115361754","0.2270120680332184","4.858250141143799"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","337","","184","15","0.1","0.1","226","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.731249988079071","29","0.00002519240115361754","0.5755321979522705","1.024585843086243"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","385","","89","15","0.1","0.1","158","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.6812499761581421","29","0.00002519240115361754","0.5832667946815491","1.6889572143554688"
"EfficientNetB0_BSL_augmentation_BO","0.6499999761581421","Model summary : 
None","264","","11","15","0.1","0.1","40","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7875000238418579","29","0.00002519240115361754","0.4982615113258362","10.25418186187744"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.6499999761581421","Model summary : 
None","275","","128","15","0.1","0.1","224","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.675000011920929","29","0.00002519240115361754","0.6270996928215027","1.5979735851287842"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","270","","60","15","0.1","0.1","111","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.737500011920929","29","0.00002519240115361754","0.590290367603302","2.144155979156494"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","431","","140","15","0.1","0.1","168","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7250000238418579","29","0.00002519240115361754","0.5613281726837158","0.8218558430671692"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","383","","30","15","0.1","0.1","114","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.6937500238418579","29","0.00002519240115361754","0.5804192423820496","2.3282995223999023"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","382","","44","10","0.05","0.1","57","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.8125","29","0.00002519240115361754","0.47352394461631775","1.720278024673462"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","377","","81","15","0.1","0.1","166","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.706250011920929","29","0.00002519240115361754","0.5656654238700867","1.9794931411743164"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","435","","92","15","0.1","0.1","156","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7749999761581421","29","0.00002519240115361754","0.5210460424423218","1.1716821193695068"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","327","","33","15","0.1","0.1","119","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.75","29","0.00002519240115361754","0.5207926630973816","2.348667860031128"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","382","","136","15","0.1","0.1","201","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.675000011920929","29","0.00002519240115361754","0.6230458617210388","1.1276923418045044"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","329","","22","15","0.1","0.1","95","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7749999761581421","29","0.00002519240115361754","0.485770046710968","1.362297773361206"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","218","","154","10","0.05","0.1","225","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.84375","29","0.00002519240115361754","0.35252365469932556","1.2318171262741089"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","264","","153","15","0.1","0.1","242","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.731249988079071","29","0.00002519240115361754","0.5609742403030396","2.459099769592285"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","374","","1","15","0.1","0.1","7","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7437499761581421","29","0.00002519240115361754","0.4461146295070648","1.1409695148468018"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","276","","23","15","0.1","0.1","77","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.762499988079071","29","0.00002519240115361754","0.4604147970676422","12.199873924255373"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","327","","159","15","0.1","0.1","226","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7250000238418579","29","0.00002519240115361754","0.5569033622741699","4.906855583190918"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","441","","73","15","0.1","0.1","87","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.6312500238418579","29","0.00002519240115361754","0.60106360912323","3.286517381668091"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","165","","15","15","0.1","0.1","62","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7437499761581421","29","0.00002519240115361754","0.49835219979286194","2.573448657989502"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","386","","0","15","0.1","0.1","5","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.84375","29","0.00002519240115361754","0.3671087324619293","1.931349754333496"
"EfficientNetB0_BSL_augmentation_BO","0.625","Model summary : 
None","325","","1","10","0.05","0.1","17","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.90625","29","0.00002519240115361754","0.19891034066677096","4.967647075653076"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.625","Model summary : 
None","331","","184","15","0.1","0.1","185","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.65625","29","0.00002519240115361754","0.6598747372627258","0.8848682641983032"
"C1_EfficientNetB0_augmentation","0.6000000238418579","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fe96a83e690>","2655","transforms_for_video","","10","0.1","0.1","","251","0.09","500","0.0001","0.00005","cosineAnnealer","80","7","20","20","0.6499999761581421","499","0.00005000783130526543","1.004497528076172","1.8143136501312256"
"EfficientNetB0_BSL_augmentation_BO","0.6000000238418579","Model summary : 
None","275","","8","15","0.1","0.1","14","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.668749988079071","29","0.00002519240115361754","0.6179686784744263","8.998125076293945"
"EfficientNetB0_BSL_augmentation_BO_MHI","0.6000000238418579","Model summary : 
None","546","","27","15","0.1","0.1","156","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7250000238418579","10","0.00007901478238636628","0.5933513045310974","1.5392215251922607"
"EfficientNetB0_BSL_augmentation_BO","0.6000000238418579","Model summary : 
None","323","","73","15","0.1","0.1","245","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.7562500238418579","29","0.00002519240115361754","0.5331557989120483","1.3689206838607788"
"EfficientNetB0_BSL_augmentation_BO","0.6000000238418579","Model summary : 
None","269","","29","10","0.05","0.1","36","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.8062499761581421","29","0.00002519240115361754","0.3592013418674469","1.7381465435028076"
"EfficientNetB0_BSL_augmentation_BO","0.6000000238418579","Model summary : 
None","216","","14","10","0.05","0.1","24","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.856249988079071","29","0.00002519240115361754","0.33089014887809753","4.774806022644043"
"EfficientNetB0_BSL_augmentation_BO","0.6000000238418579","Model summary : 
None","331","","33","15","0.1","0.1","76","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.699999988079071","29","0.00002519240115361754","0.5714501142501831","1.8662865161895752"
"EfficientNetB0_BSL_augmentation_BO","0.6000000238418579","Model summary : 
None","379","","61","15","0.1","0.1","69","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.731249988079071","29","0.00002519240115361754","0.5794365406036377","3.893040895462036"
"EfficientNetB0_BSL_augmentation_BO","0.574999988079071","Model summary : 
None","334","","26","15","0.1","0.1","99","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.737500011920929","29","0.00002519240115361754","0.5177111029624939","1.5325648784637451"
"EfficientNetB0_BSL_augmentation_BO","0.574999988079071","Model summary : 
None","275","","30","10","0.05","0.1","31","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.8125","29","0.00002519240115361754","0.37737515568733215","7.12533712387085"
"C1_ConvNeXt_augmentation","0.550000011920929","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fe79068fed0>","2807","transforms_for_video","","10","0.1","0.1","","251","0.09","500","0.0001","0.00005","cosineAnnealer","80","7","20","20","0.925000011920929","499","0.00005000783130526543","0.18337154388427737","4.595396518707275"
"C1_MobileNetV3Small_2_no_transforms","0.550000011920929","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fdc605ef810>","1530","transforms_for_video_no_transforms","","10","0.05","0.1","","251","0.09","500","0.00005","0.00001","cosineAnnealer","80","7","20","20","1","499","0.000010006266165873969","0.00323816342279315","3.539118528366089"
"C1_Resnet50_augmentation_no_transforms","0.550000011920929","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fd33c2e1250>","1604","transforms_for_video_no_transforms","","10","0.05","0.1","","251","0.09","500","0.00005","0.00001","cosineAnnealer","80","7","20","20","1","499","0.000010006266165873969","0.00025364288012497127","3.1027190685272217"
"EfficientNetB0_BSL_augmentation_BO","0.5249999761581421","Model summary : 
None","301","","18","15","0.1","0.1","141","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.59375","3","0.00009696091728983448","0.791095495223999","1.1542078256607056"
"EfficientNetB0_BSL_augmentation_BO","0.5249999761581421","Model summary : 
None","303","","234","10","0.05","0.1","255","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","35","0.824999988079071","17","0.0000531005316588562","0.44322019815444946","2.003639459609986"
"C1_MobileNetV3Small_no_transforms","0.5","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fdd287c4190>","1518","transforms_for_video_no_transforms","","10","0.05","0.1","","251","0.09","500","0.00005","0.00001","cosineAnnealer","80","7","20","20","0.975000023841858","499","0.000010006266165873969","0.031295694410800934","4.54424524307251"
"EfficientNetB0_BSL_augmentation_BO","0.5","Model summary : 
None","166","","0","15","0.1","0.1","0","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.4937500059604645","29","0.00002519240115361754","0.7184601426124573","1.7541465759277344"
"C1_Resnet50_augmentation","0.5","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fe9107b6090>","2618","transforms_for_video","","10","0.1","0.1","","251","0.09","500","0.00005","0.00001","cosineAnnealer","80","7","20","20","1","499","0.000010006266165873969","0.00038275151746347547","3.7114951610565186"
"C2_EfficientNetB0","0.44999998807907104","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7ff29dee4090>","358","calcMHI-augmentMHI","","10","0.1","0.1","","501","0.09","1000","0.0001","0.00001","cosineAnnealer","80","7","20","20","0.612500011920929","999","0.00001000353859126335","1.213360071182251","2.454969882965088"
"C1_Resnet50_augmentation_no_transforms","0.44999998807907104","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fdba42c86d0>","406","transforms_for_video_no_transforms","","10","0.05","0.1","","51","0.09","100","0.00005","0.00001","cosineAnnealer","80","7","20","20","1","99","0.000010151589776796754","0.002624433021992445","3.394685745239258"
"C1_MobileNetV3Small","0.44999998807907104","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7ff27014a8d0>","2530","transforms_for_video","","10","0.1","0.1","","251","0.09","500","0.000075","0.00001","cosineAnnealer","80","7","20","20","1","499","0.0000100101824500598","0.01155761443078518","5.770371437072754"
"C1_MobileNetV3Small","0.44999998807907104","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fe61da2c7d0>","2510","transforms_for_video","","10","0.1","0.1","","251","0.09","500","0.00005","0.00001","cosineAnnealer","80","7","20","20","0.962499976158142","499","0.000010006266165873969","0.1337921917438507","4.733050346374512"
"C1_MobileNetV3Small","0.4117647111415863","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f88cb764290>","378","transforms_for_video","","","","","","51","0.1620004252130698","100","0.0001","0.00001","cosineAnnealer","83","7","17","28","0.9879518151283264","99","0.000010341076631448232","0.02771487645804882","5.549213886260986"
"C1_MobileNetV3Small","0.4000000059604645","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f8fed453590>","425","transforms_for_video","","","","","","51","0.9920270657986674","100","0.0001","0.00001","cosineAnnealer","90","7","10","32","0.8777777552604675","99","0.000010341076631448232","0.39528053998947144","3.971269130706787"
"C1_Resnet50_augmentation","0.4000000059604645","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fea30536090>","587","transforms_for_video","","10","0.1","0.1","","51","0.09","100","0.00005","0.00001","cosineAnnealer","80","7","20","20","1","99","0.000010151589776796754","0.03114703670144081","3.047283887863159"
"C2_Resnet50","0.3499999940395355","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7ff29c2beed0>","725","calcMHI-augmentMHI","","10","0.1","0.1","","251","0.09","500","0.000075","0.000025","cosineAnnealer","80","7","20","20","1","499","0.000025007831936818548","0.0007128579309210181","4.3283491134643555"
"EfficientNetB0_BSL_augmentation_BO","0.32499998807907104","Model summary : 
None","1265","","57","15","0.1","0.1","120","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","0.5249999761581421","0","0.00009980759932659566","0.8793031573295593","0.9578489065170288"
"C1_MobileNetV3Small","0.30434781312942505","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f8471835910>","540","transforms_for_video","","","","","","51","0.8020889338140877","100","0.0001","0.00001","cosineAnnealer","77","7","23","41","0.8571428656578064","99","0.000010341076631448232","0.4632526636123657","3.80387544631958"
"C1_MobileNetV3Small","0.30000001192092896","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7ff29f9d0050>","545","transforms_for_video","","10","0.1","0.1","","50","0.09","100","0.0001","0.00005","cosineAnnealer","80","7","20","20","0.875","99","0.00009999999747378752","0.4285551607608795","5.214561462402344"
"C2_Resnet50_flattened","0.2899022698402405","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f73246a59d0>","2363","calcMHI-augmentMHI_no_transforms","","10","0.05","0.1","","51","0.09","100","0.000075","0.000025","cosineAnnealer","3693","7","921","15","0.19225561618804932","99","0.000025189487132593055","1.9031424522399905","2.3714346885681152"
"C1_MobileNetV3Small","0.2708333432674408","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f9021e13490>","433","transforms_for_video","","","","","","51","0.39260010322969174","100","0.0001","0.00001","cosineAnnealer","52","7","48","33","0.9807692170143129","99","0.000010341076631448232","0.05442844331264496","5.920437335968018"
"C1_MobileNetV3Small","0.2708333432674408","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f8af3acbf90>","615","transforms_for_video","","","","","","51","0.42045391507267016","100","0.0001","0.00001","cosineAnnealer","52","7","48","47","0.9807692170143129","99","0.000010341076631448232","0.03631393983960152","5.617603302001953"
"C1_MobileNetV3Small","0.2702702581882477","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f85fd463690>","548","transforms_for_video","","","","","","51","0.595071143359078","100","0.0001","0.00001","cosineAnnealer","63","7","37","42","0.8888888955116272","99","0.000010341076631448232","0.4058364927768707","5.177248001098633"
"C1_MobileNetV3Small","0.2631579041481018","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f87f192ec50>","205","transforms_for_video","","","","","","51","0.5055362508363442","100","0.0001","0.00001","cosineAnnealer","81","7","19","12","0.29629629850387573","99","0.000010341076631448232","1.742864012718201","4.627936363220215"
"C1_MobileNetV3Small","0.25925925374031067","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f86dc052d50>","238","transforms_for_video","","","","","","51","0.692913199086134","100","0.0001","0.00001","cosineAnnealer","73","7","27","15","0.465753436088562","99","0.000010341076631448232","1.7794294357299805","3.3349456787109375"
"C2_ConvNeXtTiny","0.25","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fe48086fed0>","1889","calcMHI-augmentMHI","","10","0.1","0.1","","501","0.09","1000","0.0001","0.00001","cosineAnnealer","80","7","20","20","0.2750000059604645","999","0.00001000353859126335","1.768303632736206","15.96088695526123"
"C1_MobileNetV3Small_V2","0.25","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f0580694050>","1101","transforms_for_video_no_transforms","","10","0.05","0.1","","101","0.09","200","0.00005","0.00001","cosineAnnealer","80","7","20","20","0.962499976158142","199","0.000010038687833002768","0.12283303588628768","11.304868698120115"
"C1_MobileNetV3Small","0.2448979616165161","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f8e25ec4e90>","346","transforms_for_video","","","","","","51","0.0231471790539608","100","0.0001","0.00001","cosineAnnealer","51","7","49","24","0.9411764740943908","99","0.000010341076631448232","0.2244270890951157","4.865919589996338"
"C1_MobileNetV3Small","0.2340425550937653","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f96504391d0>","457","transforms_for_video","","10","0.05","0.1","","101","0.09","200","0.0001","0.00001","cosineAnnealer","53","7","47","20","0.8867924809455872","97","0.000010195779395871796","0.3718999922275543","4.710743427276611"
"C1_MobileNetV3Small","0.2307692319154739","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f885cdd8590>","485","transforms_for_video","","","","","","51","0.29136074878855844","100","0.0001","0.00001","cosineAnnealer","87","7","13","37","1","99","0.000010341076631448232","0.011002600193023682","7.601908206939697"
"C1_MobileNetV3Small","0.22499999403953552","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f84e0262190>","137","transforms_for_video","","","","","","51","0.595993482732851","100","0.0001","0.00001","cosineAnnealer","60","7","40","6","0.6333333253860474","99","0.000010341076631448232","1.1031439304351809","2.5860509872436523"
"C1_MobileNetV3Small","0.21212121844291687","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f85f2107890>","642","transforms_for_video","","","","","","51","0.7070259218306234","100","0.0001","0.00001","cosineAnnealer","67","7","33","49","0.8507462739944458","99","0.000010341076631448232","0.4536154568195343","8.209589004516602"
"C1_MobileNetV3Small","0.20930232107639313","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f89e82204d0>","314","transforms_for_video","","","","","","51","0.9410394025147616","100","0.0001","0.00001","cosineAnnealer","57","7","43","21","0.21052631735801697","99","0.000010341076631448232","2.0507712364196777","4.026467800140381"
"C1_MobileNetV3Small","0.20588235557079315","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f871bb46910>","138","transforms_for_video","","","","","","51","0.759565443396527","100","0.0001","0.00001","cosineAnnealer","66","7","34","6","0.3181818127632141","99","0.000010341076631448232","1.876463770866394","3.723522186279297"
"C2_MobileNetV3Small","0.20000000298023224","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fe5868a0090>","128","calcMHI-augmentMHI","","10","0.1","0.1","","50","0.09","100","0.0001","0.00005","cosineAnnealer","80","7","20","20","0.875","99","0.00009999999747378752","0.3332114815711975","4.321798801422119"
"C1_MobileNetV3Small","0.20000000298023224","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f8931e07890>","360","transforms_for_video","","","","","","51","0.9759776528351826","100","0.0001","0.00001","cosineAnnealer","95","7","5","26","0.8315789699554443","99","0.000010341076631448232","0.4377577006816864","2.972853183746338"
"C2_MobileNetV3Small_augmentation_no_transforms","0.1927480846643448","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f72e1e67d10>","955","calcMHI-augmentMHI_no_transforms","","10","0.05","0.1","","51","0.09","100","0.0001","0.00005","cosineAnnealer","2898","7","2096","10","0.9354727268218994","60","0.00009540492465021087","0.2436063289642334","1536.62548828125"
"C1_MobileNetV3Small","0.18518517911434176","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f854ec7fcd0>","258","transforms_for_video","","","","","","51","0.8011806505073407","100","0.0001","0.00001","cosineAnnealer","73","7","27","17","0.34246575832366943","99","0.000010341076631448232","1.701796293258667","5.742282390594482"
"C1_MobileNetV3Small","0.1818181872367859","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f86637e6ad0>","592","transforms_for_video","","","","","","51","0.7339812335331685","100","0.0001","0.00001","cosineAnnealer","67","7","33","45","0.9104477763175964","99","0.000010341076631448232","0.1660708338022232","6.62296199798584"
"C1_MobileNetV3Small","0.1818181872367859","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f87b8274a50>","138","transforms_for_video","","","","","","51","0.6456725501043417","100","0.0001","0.00001","cosineAnnealer","67","7","33","6","0.35820895433425903","99","0.000010341076631448232","1.675536870956421","5.550450325012207"
"C2_MobileNetV3Small_augmentation_no_transforms","0.17589576542377472","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f722d8e2110>","1689","calcMHI-augmentMHI_no_transforms","","10","0.05","0.1","","51","0.09","100","0.0001","0.00005","cosineAnnealer","3693","7","921","15","0.9805036783218384","99","0.00005018948650103994","0.05808443948626518","21.863889694213867"
"C2_MobileNetV3Small_augmentation_no_transforms","0.1735241562128067","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f0b54dede50>","473","calcMHI-augmentMHI_no_transforms","","10","0.05","0.1","","251","0.09","500","0.0001","0.00005","cosineAnnealer","4489","7","1118","20","0.3154377341270447","4","0.00009995105938287452","2.0973267555236816","2.071226119995117"
"C2_MobileNetV3Small_augmentation_no_transforms","0.1715526580810547","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f73244920d0>","302","calcMHI-augmentMHI_no_transforms","","10","0.05","0.1","","251","0.09","500","0.0001","0.00005","cosineAnnealer","3693","7","921","15","0.403736799955368","12","0.00009966979268938304","1.555937886238098","2.8196728229522705"
"C2_MobileNetV3Small_augmentation_no_transforms","0.17100977897644043","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f52d8377e50>","294","calcMHI-augmentMHI_no_transforms","","10","0.05","0.1","","251","0.09","500","0.0001","0.00005","cosineAnnealer","2462","7","614","15","1","16","0.00009943620534613729","0.0006882483721710742","2.952378988265991"
"MHI-test_decay=0.05","0.1599999964237213","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f3ebd6f2d90>","22575","","","10","0.1","0.1","","151","0.05","300","0.0001","0.00005","cosineAnnealer","400","41","100","50","0.9925000071525574","299","0.00005002164107281715","0.018479812890291217","10.98321533203125"
"MHI-test_decay=0.01","0.12999999523162842","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f3af0313fd0>","22576","","","10","0.1","0.1","","151","0.01","300","0.0001","0.00005","cosineAnnealer","400","41","100","50","0.9950000047683716","299","0.00005002164107281715","0.014201633632183077","11.208179473876951"
"MHI-test","0.07000000029802322","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f3eee340fd0>","22433","","","10","0.1","0.1","","151","0.09","300","0.0001","0.00005","cosineAnnealer","400","41","100","50","0.9950000047683716","299","0.00005002164107281715","0.026132918894290924","13.287032127380373"
"C1_MobileNetV3Small","0.05999999865889549","Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f944b9e6590>","3966","no_transforms_video_large","","10","0.05","0.1","","251","0.09","500","0.000075","0.00001","cosineAnnealer","350","41","150","15","0.822857141494751","81","0.00005933355714660138","0.5651112794876099","8.577044486999512"
"EfficientNetB0_BSL_augmentation_BO","","Model summary : 
None","10","","28","15","0.1","0.1","94","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","","","","",""
"EfficientNetB0_BSL_augmentation_BO","","Model summary : 
None","78","","33","15","0.1","0.1","53","31","0.09","30","0.0001","0.000025","cosineAnnealer","160","2","40","20","","","","",""