Name,epoch/val_categorical_accuracy (Max),unique_classes,Notes,Runtime,T_max,epochs,features,max_lr,min_lr,scheduler,train_size,val_size,video_length,epoch/categorical_accuracy (Max),epoch/epoch,epoch/learning_rate (Min),epoch/loss (Min),epoch/val_loss (Min),epoch/f1_micro_tf,epoch/mcc_metric_tf,epoch/val_f1_micro_tf,epoch/val_mcc_metric_tf
AK-LSTM64-LR-Dense256-fs=36-cls=5,0.8274999856948853,5,"Model summary : 
",234,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.915000021,199,2.50181E-05,0.2827891409397125,0.5309658050537109,0.8962500095367432,0.870113194,0.7774999737739563,0.7222847938537598
AK-GRU512-LR-Dense256-gelu-fs=15-cls=5,0.824999988,5,"Model summary : 
",197,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.9474999904632568,199,2.50181E-05,0.23652231693267825,0.5845236778259277,0.9431250095367432,0.9292619824409484,0.800000012,0.749978244
AK-GRU64-LR-Dense256-gelu-fs=15-cls=5,0.8224999904632568,5,"Model summary : 
",205,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8631250262260437,199,2.50181E-05,0.4009963870048523,0.49753355979919434,0.8518750071525574,0.8153733015060425,0.8125,0.7670251727104187
AK-BGRU64-LR-Dense256-gelu-fs=36-cls=5,0.8224999904632568,5,"Model summary : 
",356,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9975000023841858,199,2.50181E-05,0.076269135,0.7131985425949097,,,,
AK-GRU256-LR-Dense256-gelu-fs=60-cls=5,0.8224999904632568,5,"Model summary : 
",338,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.953125,199,2.50181E-05,0.200157031,0.555497408,0.9506250023841858,0.9387822151184082,0.7850000262260437,0.7270621657371521
AK-BGRU32-LR-Dense256-gelu-fs=36-cls=5,0.8224999904632568,5,"Model summary : 
",346,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9918749928474426,199,2.50181E-05,0.10253188759088516,0.642303467,0.9831249713897704,0.9787979125976562,0.7950000166893005,0.7446388006210327
AK-GRU128-LR-Dense256-gelu-fs=36-cls=5,0.8224999904632568,5,"Model summary : 
",247,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9112499952316284,199,2.50181E-05,0.2943095862865448,0.4981348514556885,0.9112499952316284,0.8893862366676331,0.7825000286102295,0.7281046509742737
AK-LSTM128-LR-Dense256-fs=15-cls=5,0.8199999928474426,5,"Model summary : 
",188,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.9049999713897704,199,2.50181E-05,0.3095467984676361,0.5996948480606079,0.8974999785423279,0.8734973073005676,0.8025000095367432,0.7515091896057129
AK-LSTM64-LR-Dense256-fs=15-cls=5,0.8199999928474426,5,"Model summary : 
",200,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8824999928474426,199,2.50181E-05,0.3542006313800812,0.5591021180152893,0.8693749904632568,0.836747408,0.7724999785423279,0.7217178344726562
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.8199999928474426,5,"Model summary : 
None",203,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9981250166893004,199,2.50181E-05,0.069071628,0.7763625979423523,,,,
AK-LSTM64-LR-Dense256-fs=36-cls=5,0.8199999928474426,5,"Model summary : 
None",273,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9024999737739564,199,2.50181E-05,0.3126603066921234,0.5641047358512878,,,,
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.8174999952316284,5,"Model summary : 
",232,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9975000023841858,199,2.50181E-05,0.067872554,0.8202179074287415,0.996874988,0.9962218999862672,0.7774999737739563,0.7226658463478088
AK-GRU64-LR-Dense256-gelu-fs=36-cls=5,0.8174999952316284,5,"Model summary : 
",258,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8799999952316284,199,2.50181E-05,0.368376762,0.5105242133140564,0.8737499713897705,0.8419445157051086,0.7900000214576721,0.7349197864532471
AK-GRU64-LR-Dense256-gelu-cls=5,0.8166666626930237,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f62ba92cb10>",378,101,200,all,0.0001,0.00005,cosineAnnealer,1700,300,30,0.9823529124259948,199,2.50181E-05,0.1257864087820053,0.6162084341049194,,,,
AK-GRU32-LR-Dense256-gelu-fs=15-cls=5,0.8149999976158142,5,"Model summary : 
",212,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8299999833106995,199,2.50181E-05,0.4816110134124756,0.5452350378036499,0.8262500166893005,0.7859824895858765,0.7774999737739563,0.7276968359947205
AK-BGRU64-LR-Dense256-gelu-fs=15-cls=5,0.8149999976158142,5,"Model summary : 
",262,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.9449999928474426,199,2.50181E-05,0.2356291562318802,0.570779026,0.943750024,0.9293533563613892,0.800000012,0.7521288394927979
AK-BLSTM32-LR-Dense256-gelu-cls=3,0.8149999976158142,5,"Model summary : 
",309,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.991249979,199,2.50181E-05,0.107611284,0.6478257775306702,0.9881250262260436,0.9850082993507384,0.7774999737739563,0.7201406359672546
AK-LSTM256-LR-Dense128-gelu-fs=36-cls=5,0.8133333325386047,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb79c7bb0d0>",372,101,200,all,0.0001,0.00005,cosineAnnealer,1700,300,36,0.9976470470428468,199,2.50181E-05,0.068117432,0.8467233777046204,,,,
AK-BLSTM32-LR-Dense256-gelu-cls=3,0.8125,5,"Model summary : 
None",421,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9856250286102296,199,2.50181E-05,0.11830572038888933,0.7354856133460999,,,,
AK-LSTM128-LR-Dense256-fs=36-cls=5,0.8125,5,"Model summary : 
None",230,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9449999928474426,199,2.50181E-05,0.21158574521541595,0.5565351247787476,,,,
AK-BGRU64-LR-Dense256-gelu-fs=36-cls=5,0.8125,5,"Model summary : 
",276,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9962499737739564,199,2.50181E-05,0.084016562,0.697560191,0.9962499737739564,0.9951770305633544,0.7724999785423279,0.7221336364746094
AK-LSTM128-LR-Dense256-fs=36-cls=5,0.8125,5,"Model summary : 
None",231,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9431250095367432,199,2.50181E-05,0.2193678617477417,0.5966367125511169,,,,
AK-BLSTM16-LR-Dense256-gelu-cls=3,0.8125,5,"Model summary : 
",328,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9743750095367432,199,2.50181E-05,0.14634571969509125,0.61307478,0.9700000286102296,0.9624691009521484,0.7850000262260437,0.73456049
AK-LSTM32-LR-Dense256-fs=36-cls=5,0.8125,5,"Model summary : 
None",242,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8756250143051147,199,2.50181E-05,0.38140514492988586,0.4996640384197235,,,,
AK-BLSTM128-LR-Dense256-gelu-cls=3,0.8100000023841858,5,"Model summary : 
",291,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9981250166893004,199,2.50181E-05,0.07955005,0.7752675414085388,0.9975000023841858,0.9967719316482544,0.7799999713897705,0.7291049957275391
AK-GRU64-LR-Dense256-gelu-cls=3,0.8100000023841858,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb678317a50>",444,101,200,all,0.0001,0.00005,cosineAnnealer,1700,300,36,0.8817647099494934,199,2.50181E-05,0.35335490107536316,0.5128466486930847,,,,
AK-LSTM32-LR-Dense256-fs=36-cls=5,0.8100000023841858,5,"Model summary : 
",244,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8531249761581421,199,2.50181E-05,0.4407927691936493,0.5548439025878906,0.8531249761581421,0.8184114098548889,0.7950000166893005,0.7434576153755188
AK-BGRU32-LR-Dense256-gelu-fs=36-cls=5,0.8075000047683716,5,"Model summary : 
",356,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9887499809265136,199,2.50181E-05,0.11368458718061449,0.6017060875892639,,,,
AK-LSTM128-LR-Dense256-fs=60-cls=5,0.8075000047683716,5,"Model summary : 
",279,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.921875,199,2.50181E-05,0.2984975576400757,0.5940045714378357,0.921875,0.9044904112815856,0.7774999737739563,0.7251785397529602
AK-BLSTM64-LR-Dense256-gelu-cls=3,0.8075000047683716,5,"Model summary : 
",314,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9950000047683716,199,2.50181E-05,0.089314215,0.7133544087409973,0.9881250262260436,0.9853845238685608,0.8025000095367432,0.7538272142410278
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.8075000047683716,5,"Model summary : 
None",221,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.064333446,0.774840772,,,,
AK-BGRU128-LR-Dense256-gelu-fs=15-cls=5,0.8075000047683716,5,"Model summary : 
",253,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.9637500047683716,199,2.50181E-05,0.20897741615772247,0.6421831250190735,0.9606249928474426,0.9510113000869752,0.7799999713897705,0.7277723550796509
AK-LSTM64-LR-Dense256-fs=60-cls=5,0.8075000047683716,5,"Model summary : 
",274,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.8799999952316284,199,2.50181E-05,0.3915317952632904,0.5857184529304504,0.8799999952316284,0.8506001234054565,0.7975000143051147,0.7445509433746338
AK-BLSTM16-LR-Dense256-gelu-fs=15-cls=5,0.8050000071525574,5,"Model summary : 
",290,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8987500071525574,199,2.50181E-05,0.3343895971775055,0.5658803582191467,0.8987500071525574,0.874708354,0.7699999809265137,0.7164292335510254
AK-BLSTM64-LR-Dense256-gelu-cls=3,0.8050000071525574,5,"Model summary : 
None",321,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9950000047683716,199,2.50181E-05,0.087420084,0.6545681953430176,,,,
AK-BLSTM128-LR-Dense256-gelu-fs=15-cls=5,0.8050000071525574,5,"Model summary : 
",268,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.965624988,199,2.50181E-05,0.2118809670209885,0.7323956489562988,0.9518749713897704,0.939891756,0.7799999713897705,0.726869524
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.8050000071525574,5,"Model summary : 
",228,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.056820712983608246,0.8300917148590088,0.9956250190734864,0.9945025444030762,0.800000012,0.7543522715568542
AK-GRU128-LR-Dense256-gelu-fs=60-cls=5,0.8050000071525574,5,"Model summary : 
",380,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.903124988,199,2.50181E-05,0.3465206027030945,0.5632036924362183,0.8974999785423279,0.8729569315910339,0.7875000238418579,0.7318657040596008
AK-BLSTM32-LR-Dense256-gelu-fs=15-cls=5,0.8050000071525574,5,"Model summary : 
",291,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.925000012,199,2.50181E-05,0.2845843732357025,0.6029471158981323,0.9075000286102296,0.8856053948402405,0.7649999856948853,0.7134541273117065
AK-BGRU64-LR-Dense256-gelu-cls=5,0.8033333420753479,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6262bd2790>",487,101,200,all,0.0001,0.00005,cosineAnnealer,1700,300,30,0.9923529624938964,199,2.50181E-05,0.094604217,0.6944644451141357,,,,
AK-GRU32-LR-Dense256-gelu-fs=36-cls=5,0.8025000095367432,5,"Model summary : 
None",276,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8306249976158142,199,2.50181E-05,0.48633408546447754,0.5511459112167358,,,,
AK-BLSTM256-LR-Dense256-gelu-cls=3,0.800000012,5,"Model summary : 
None",371,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.07100898,0.8631684184074402,,,,
AK-LSTM32-LR-Dense256-fs=36-cls=5,0.800000012,5,"Model summary : 
None",281,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8556249737739563,199,2.50181E-05,0.4041445553302765,0.5498462915420532,,,,
AK-LSTM64-LR-Dense256-fs=36-cls=5,0.800000012,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb8ffcd7c10>",406,101,200,all,0.0001,0.00005,cosineAnnealer,1700,300,36,0.9111764430999756,199,2.50181E-05,0.3059709370136261,0.5762151479721069,,,,
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.7975000143051147,5,"Model summary : 
",189,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.975000024,199,2.50181E-05,0.16432654857635498,0.7950417995452881,0.9612500071525574,0.9518001079559326,0.7450000047683716,0.6858669519424438
AK-BLSTM256-LR-Dense256-gelu-cls=3,0.7975000143051147,5,"Model summary : 
",270,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.070653923,0.8273414373397827,0.9993749856948853,0.999234676,0.7975000143051147,0.7481448650360107
AK-BLSTM256-LR-Dense256-gelu-cls=3,0.7975000143051147,5,"Model summary : 
",224,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.975624979,199,2.50181E-05,0.1963098645210266,0.8246620297431946,0.9731249809265136,0.9660377502441406,0.762499988,0.7028953433036804
AK-BGRU128-LR-Dense256-gelu-fs=36-cls=5,0.7975000143051147,5,"Model summary : 
",274,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.071981847,0.8066757321357727,0.9956250190734864,0.9945262670516968,0.7799999713897705,0.7303792834281921
AK-Transformer-e=32-h=2-ff=128-D=0.1-Dense=128,0.7975000143051147,5,"Model summary : 
None",334,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.975000024,199,2.50181E-05,0.084562883,0.6286598443984985,,,,
AK-GRU32-LR-Dense256-gelu-fs=36-cls=5,0.7950000166893005,5,"Model summary : 
",258,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8287500143051147,199,2.50181E-05,0.4753589928150177,0.532632589,0.8268749713897705,0.7865511178970337,0.7425000071525574,0.6797233819961548
AK-BGRU128-LR-Dense256-gelu-fs=36-cls=5,0.7950000166893005,5,"Model summary : 
",337,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.068617366,0.7851496934890747,,,,
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.7925000190734863,5,"Model summary : 
",186,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.9662500023841858,199,2.50181E-05,0.1961122900247574,0.7210760712623596,0.9512500166893004,0.9394128322601318,0.7699999809265137,0.7128275036811829
AK-BGRU256-LR-Dense256-gelu-fs=36-cls=5,0.7925000190734863,5,"Model summary : 
",382,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.072491936,0.8353814482688904,,,,
AK-BLSTM128-LR-Dense256-gelu-fs=60-cls=5,0.7925000190734863,5,"Model summary : 
",511,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.051983956,0.8632278442382812,1,1,0.7825000286102295,0.7297584414482117
AK-BLSTM64-LR-Dense256-gelu-cls=3,0.7925000190734863,5,"Model summary : 
",258,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.9512500166893004,199,2.50181E-05,0.22711285948753357,0.6900474429130554,0.940625012,0.9257587194442748,0.7749999761581421,0.7250520586967468
AK-BLSTM128-LR-Dense256-gelu-cls=3,0.7925000190734863,5,"Model summary : 
None",349,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9987499713897704,199,2.50181E-05,0.07782077,0.8239626884460449,,,,
AK-BGRU256-LR-Dense256-gelu-fs=15-cls=5,0.7925000190734863,5,"Model summary : 
",246,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.978124976,199,2.50181E-05,0.1921026110649109,0.7516139149665833,0.962499976,0.9531933069229126,0.7524999976158142,0.6954625844955444
AK-BGRU16-LR-Dense256-gelu-fs=60-cls=5,0.7900000214576721,5,"Model summary : 
",491,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.9925000071525574,199,2.50181E-05,0.094263986,0.679574728,0.9881250262260436,0.9850844740867616,0.762499988,0.7034503221511841
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3,0.7900000214576721,5,"Model summary : 
None",217,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.051959839,0.883517325,,,,
AK-GRU64-LR-Dense256-gelu-fs=36-cls=5,0.7900000214576721,5,"Model summary : 
None",263,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8550000190734863,199,2.50181E-05,0.40522679686546326,0.5604410171508789,,,,
AK-LSTM16-LR-Dense256-fs=15-cls=5,0.7875000238418579,5,"Model summary : 
",202,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8087499737739563,199,2.50181E-05,0.5257360935211182,0.6038571000099182,0.8012499809265137,0.7539249658584595,0.7425000071525574,0.6740772724151611
AK-LSTM256-LR-Dense128-gelu-fs=60-cls=3,0.7875000238418579,5,"Model summary : 
",269,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.034354232251644135,0.8987053036689758,1,1,0.7674999833106995,0.7115858197212219
AK-LSTM32-LR-Dense256-fs=15-cls=5,0.7850000262260437,5,"Model summary : 
",199,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8612499833106995,199,2.50181E-05,0.4102807641029358,0.5596923232078552,0.84375,0.8078625202178955,0.7825000286102295,0.7258344888687134
AK-BLSTM32-LR-Dense256-gelu-fs=60-cls=5,0.7850000262260437,5,"Model summary : 
",547,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.9987499713897704,199,2.50181E-05,0.069896504,0.7597542405128479,0.996874988,0.996186912,0.7850000262260437,0.7331461906433105
AK-LSTM256-LR-Dense128-gelu-fs=60-cls=3,0.7825000286102295,5,"Model summary : 
",242,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.044382725,0.8890705108642578,1,1,0.7699999809265137,0.7112740278244019
AK-BGRU64-LR-Dense256-gelu-fs=60-cls=5,0.7825000286102295,5,"Model summary : 
",453,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.050584387,0.8123653531074524,0.9993749856948853,0.9992574453353882,0.7825000286102295,0.7291911840438843
AK-GRU16-LR-Dense256-gelu-fs=15-cls=5,0.7825000286102295,5,"Model summary : 
",208,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,15,0.8031250238418579,199,2.50181E-05,0.5240560173988342,0.5869544148445129,0.8018749952316284,0.7555487751960754,0.7450000047683716,0.6798052787780762
AK-LSTM16-LR-Dense256-fs=36-cls=,0.7799999713897705,5,"Model summary : 
None",232,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.828125,199,2.50181E-05,0.5040348172187805,0.5771965980529785,,,,
AK-BLSTM16-LR-Dense256-gelu-fs=60-cls=5,0.7799999713897705,5,"Model summary : 
",515,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.9887499809265136,199,2.50181E-05,0.10052187740802764,0.7308562397956848,0.9850000143051147,0.9811667799949646,0.7524999976158142,0.694810152
AK-BLSTM64-LR-Dense256-gelu-cls=3,0.7774999737739563,5,"Model summary : 
",451,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.9987499713897704,199,2.50181E-05,0.063625313,0.8053779602050781,0.9987499713897704,0.9984259009361268,0.7699999809265137,0.7081590890884399
AK-BGRU256-LR-Dense256-gelu-fs=60-cls=5,0.7774999737739563,5,"Model summary : 
",515,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.048494652,0.9292259812355042,1,1,0.7574999928474426,0.6990758776664734
AK-GRU64-LR-Dense256-gelu-fs=60-cls=5,0.7774999737739563,5,"Model summary : 
",390,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.8500000238418579,199,2.50181E-05,0.45612379908561707,0.5919262766838074,0.8493750095367432,0.8139410614967346,0.7475000023841858,0.6844853162765503
AK-BGRU128-LR-Dense256-gelu-fs=60-cls=5,0.7774999737739563,5,"Model summary : 
",428,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.048144575,0.8852412700653076,1,1,0.7524999976158142,0.6960449814796448
AK-GRU32-LR-Dense256-gelu-fs=15-cls=3,0.7733333110809326,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb78c723f10>",461,101,200,all,0.0001,0.00005,cosineAnnealer,1700,300,36,0.8435294032096863,199,2.50181E-05,0.4479529559612274,0.5793752670288086,,,,
AK-BGRU32-LR-Dense256-gelu-fs=60-cls=5,0.7724999785423279,5,"Model summary : 
",516,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.054796759,0.756706178,0.9981250166893004,0.997709572,0.75,0.6913335919380188
AK-LSTM16-LR-Dense256-fs=36-cls=,0.7724999785423279,5,"Model summary : 
None",330,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8006250262260437,199,2.50181E-05,0.5317079424858093,0.6237683296203613,,,,
AK-BLSTM256-LR-Dense256-gelu-cls=3,0.7649999856948853,5,"Model summary : 
",556,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,1,199,2.50181E-05,0.046265553683042526,0.9950559735298156,1,1,0.7574999928474426,0.6994288563728333
RK-LSTM256-LR-Dense256-fs=36-cls=5,0.762499988,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbf3f2e1650>",1854,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.6885671019554138,1.1320685148239136,,,,
