Name,epoch/val_categorical_accuracy (Max),unique_classes,Notes,Runtime,T_max,epochs,features,max_lr,min_lr,scheduler,train_size,val_size,video_length,epoch/categorical_accuracy (Max),epoch/epoch,epoch/learning_rate (Min),epoch/loss (Min),epoch/val_loss (Min),epoch/f1_micro_tf,epoch/mcc_metric_tf,epoch/val_f1_micro_tf,epoch/val_mcc_metric_tf
AK-LSTM16-LR-Dense256-fs=36-cls=5,0.7574999928474426,5,"Model summary : 
",255,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.7987499833106995,199,2.50181E-05,0.5351357460021973,0.6020918488502502,0.7900000214576721,0.7396817803382874,0.7425000071525574,0.6710103750228882
AK-GRU16-LR-Dense256-gelu-fs=36-cls=5,0.7549999952316284,5,"Model summary : 
None",273,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8081250190734863,199,2.50181E-05,0.5314914584159851,0.5921832919120789,,,,
RK-GRU256-LR-Dense256-gelu-fs=36-cls=5,0.7524999976158142,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbd58582450>",1881,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7061941623687744,1.150166392326355,,,,
RK-GRU512-LR-Dense256-gelu-fs=36-cls=5,0.7475000023841858,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb7141bee10>",1863,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7009469866752625,1.1529282331466677,,,,
RK-BGRU256-LR-Dense256-gelu-fs=36-cls=5,0.7450000047683716,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb6a0bb8650>",1957,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7048951983451843,1.157209873199463,,,,
AK-GRU32-LR-Dense256-gelu-fs=60-cls=5,0.7450000047683716,5,"Model summary : 
",403,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.7975000143051147,199,2.50181E-05,0.5422770977020264,0.6314004063606262,0.7975000143051147,0.7485855221748352,0.7174999713897705,0.6447227597236633
AK-GRU16-LR-Dense256-gelu-fs=36-cls=5,0.7400000095367432,5,"Model summary : 
",274,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,0.784375012,199,2.50181E-05,0.6039968729019165,0.6381226778030396,0.784375012,0.732725978,0.7124999761581421,0.6432549953460693
RK-BLSTM256-LR-Dense256-gelu-fs=36-cls=5,0.7400000095367432,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb6bc35d990>",1901,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7049766778945923,1.1868155002593994,,,,
RK-LSTM512-LR-Dense256-fs=36-cls=5,0.737500012,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbe10760e50>",1834,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.6816275119781494,1.1707991361618042,,,,
RK-BGRU128-LR-Dense256-gelu-fs=36-cls=5,0.7350000143051147,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb6856755d0>",1946,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7063243985176086,1.1847971677780151,,,,
Transformer-embed=128-heads=2-ff=128-D=0.1-Dense=128-Dense=256-LipsEyesHandsPose_5k,0.7350000143051147,5,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7fb6f410e850>",2819,151,300,reduced-LipsEyesHandsPose,0.0003,0.00005,cosineAnnealer,1600,400,36,1,299,5.00271E-05,0.6706176996231079,1.1044827699661257,,,,
RK-GRU128-LR-Dense256-gelu-fs=36-cls=5,0.7350000143051147,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbd103b61d0>",1891,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9987499713897704,199,2.50181E-05,0.718334436,1.1424002647399902,,,,
AK-LSTM32-LR-Dense256-fs=60-cls=5,0.7325000166893005,5,"Model summary : 
",270,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.8181250095367432,199,2.50181E-05,0.5096451640129089,0.6994839310646057,0.8181250095367432,0.7756097316741943,0.7124999761581421,0.6324055790901184
RK-BGRU64-LR-Dense256-gelu-fs=36-cls=5,0.7325000166893005,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb686965910>",1959,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7126398682594299,1.2219130992889404,,,,
Transformer-e=128-h=4-ff=256-D=0.1-Dense=128-LipsEyesHandsPose_5k,0.7300000190734863,5,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7fb6046b0510>",1888,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9987499713897704,199,2.50181E-05,0.7007282972335815,1.146048903465271,,,,
RK-BLSTM128-LR-Dense256-gelu-fs=36-cls=5,0.7250000238418579,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbdd4422790>",1939,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.715432882,1.2625867128372192,,,,
RK-GRU16-LR-Dense256-gelu-fs=36-cls=5,0.7250000238418579,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbea836f890>",1945,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8387500047683716,199,2.50181E-05,0.9353375434875488,1.1199885606765747,,,,
RK-LSTM32-LR-Dense256-fs=36-cls=5,0.7225000262260437,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbea0137090>",1924,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.934374988,199,2.50181E-05,0.8277866244316101,1.1738100051879885,,,,
RK-GRU64-LR-Dense256-gelu-fs=36-cls=5,0.7200000286102295,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbdd47f5e90>",1882,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.975624979,199,2.50181E-05,0.7606683373451233,1.127064228057861,,,,
RK-GRU512-LR-Dense256-gelu-fs=36-cls=5,0.7149999737739563,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fd4f8222450>",99,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.6945552229881287,1.2023082971572876,,,,
RK-GRU32-LR-Dense256-gelu-fs=36-cls=5,0.7149999737739563,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbde47bfd50>",1899,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.909375012,199,2.50181E-05,0.8584426045417786,1.143885374069214,,,,
RK-BGRU32-LR-Dense256-gelu-fs=36-cls=5,0.7149999737739563,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb654542950>",2006,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7240437865257263,1.253763198852539,,,,
RK-LSTM128-LR-Dense256-fs=36-cls=5,0.7099999785423279,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbea049b690>",1844,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.7009971141815186,1.1927281618118286,,,,
RK-BLSTM64-LR-Dense256-gelu-fs=36-cls=5,0.7099999785423279,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb6a0bf59d0>",1915,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7157634496688843,1.281224012374878,,,,
RK-LSTM64-LR-Dense256-fs=36-cls=5,0.7049999833106995,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbe9027c9d0>",1900,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9918749928474426,199,2.50181E-05,0.7265727519989014,1.1886500120162964,,,,
RK-LSTM16-LR-Dense256-fs=36-cls=5,0.7049999833106995,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb714714f90>",225,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.7445206642150879,1.253156304359436,,,,
AK-BGRU32-LR-Dense256-gelu-cls=13,0.7026666402816772,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6319231b10>",1303,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.8465882539749146,199,2.50181E-05,0.5548484921455383,0.9185674786567688,,,,
RK-BGRU16-LR-Dense256-gelu-fs=36-cls=5,0.7024999856948853,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb664587890>",1982,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.7481438517570496,1.2257221937179563,,,,
AK-GRU256-LR-Dense256-gelu-cls=13,0.7013333439826965,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63a2591c50>",748,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.846823514,199,2.50181E-05,0.529880166,0.9853012561798096,,,,
AK-BGRU64-LR-Dense256-gelu-cls=13,0.6986666917800903,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f62901f3dd0>",1419,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.8941176533699036,199,2.50181E-05,0.4363722205162048,0.9802762866020204,,,,
RK-BLSTM16-LR-Dense256-gelu-fs=36-cls=5,0.6924999952316284,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbd102009d0>",1987,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.9993749856948853,199,2.50181E-05,0.7217053174972534,1.2614021301269531,,,,
AK-BLSTM64-LR-Dense256-gelu-cls=13,0.690666676,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63096271d0>",1461,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.8976470828056335,199,2.50181E-05,0.4281444847583771,1.0508992671966553,,,,
AK-GRU128-LR-Dense256-gelu-cls=13,0.690666676,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63b0aae150>",803,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.7842352986335754,199,2.50181E-05,0.6787998676300049,0.9240493178367616,,,,
AK-GRU16-LR-Dense256-gelu-fs=60-cls=5,0.6875,5,"Model summary : 
",384,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.7368749976158142,199,2.50181E-05,0.6354581713676453,0.7084179520606995,0.7368749976158142,0.6738120913505554,0.6825000047683716,0.6035383343696594
AK-BGRU128-LR-Dense256-gelu-cls=13,0.6866666674613953,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f626292f350>",1112,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.934823513,199,2.50181E-05,0.353713721,1.1008386611938477,,,,
RK-BLSTM32-LR-Dense256-gelu-fs=36-cls=5,0.6850000023841858,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fb714117890>",2006,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,1,199,2.50181E-05,0.7096824049949646,1.2616592645645142,,,,
RK-LSTM16-LR-Dense256-fs=36-cls=5,0.6850000023841858,5,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7fbea0359090>",1923,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.8412500023841858,199,2.50181E-05,0.9395332932472228,1.1968579292297363,,,,
AK-BGRU256-LR-Dense256-gelu-cls=13,0.6840000152587891,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f623871b310>",1377,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.9637647271156312,199,2.50181E-05,0.27980849146842957,1.2471238374710083,,,,
AK-GRU512-LR-Dense256-gelu-cls=13,0.6826666593551636,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63a01d3dd0>",701,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.9164705872535706,199,2.50181E-05,0.3571692407131195,1.1163605451583862,,,,
AK-BGRU16-LR-Dense256-gelu-cls=13,0.6773333549499512,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f62c0d25710>",1307,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.783294141,199,2.50181E-05,0.7142177224159241,0.9624087810516356,,,,
AK-GRU64-LR-Dense256-gelu-cls=13,0.6746666431427002,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6994c00b10>",793,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.7115294337272644,199,2.50181E-05,0.8492687344551086,0.9439719915390016,,,,
AK-LSTM128-LR-Dense256-fs=15-cls=13,0.6746666431427002,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a686ad090>",733,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.8150588274002075,199,2.50181E-05,0.6071382761001587,1.0417935848236084,,,,
AK-BLSTM32-LR-Dense256-gelu-cls=13,0.6653333306312561,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63b1af4b10>",1305,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.8465882539749146,199,2.50181E-05,0.555031419,1.0430272817611694,,,,
AK-LSTM64-LR-Dense256-fs=15-cls=13,0.6639999747276306,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a6868d090>",761,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.7463529706001282,199,2.50181E-05,0.7810160517692566,1.013890504837036,,,,
AK-BLSTM16-LR-Dense256-gelu-cls=13,0.6613333225250244,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f63a09474d0>",1481,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.7875294089317322,199,2.50181E-05,0.6881956458091736,0.9949663877487184,,,,
AK-BLSTM128-LR-Dense256-gelu-cls=13,0.6613333225250244,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f631b9e90d0>",1338,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.9263529181480408,199,2.50181E-05,0.36417174339294434,1.2464195489883425,,,,
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=13,0.6586666703224182,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a3c59d190>",668,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.9367058873176576,199,2.50181E-05,0.31170934438705444,1.2301126718521118,,,,
AK-LSTM16-LR-Dense256-fs=60-cls=5,0.6575000286102295,5,"Model summary : 
",282,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.7300000190734863,199,2.50181E-05,0.6374166011810303,0.7405499815940857,0.71875,0.6563412547111511,0.6324999928474426,0.5443947315216064
AK-LSTM256-LR-Dense128-gelu-fs=15-cls=13,0.6453333497047424,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6ae83f3dd0>",696,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.9675294160842896,199,2.50181E-05,0.22429707646369937,1.4279706478118896,,,,
AK-BLSTM256-LR-Dense256-gelu-cls=13,0.6453333497047424,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6308956b90>",1166,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.9583529233932496,199,2.50181E-05,0.281277597,1.3607438802719116,,,,
Transformer-D=0.1-Dense=128-LipsEyesHandsPose_5k,0.5929999947547913,13,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7f954c815890>",733,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,0.7452499866485596,99,5.00493E-05,1.5019645690917969,1.791746973991394,,,,
LSTM128-Dense128-Dense256-LipsEyesHandsPose_5k,0.5640000104904175,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f9e521caa10>",816,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,0.8617500066757202,99,5.00493E-05,1.3247953653335571,1.8725237846374512,,,,
Transformer-embed=128-heads=2-ff=128-D=0.2-Dense=256-LipsEyesHandsPose_5k,0.5580000281333923,13,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7f945c48cb90>",1954,151,300,reduced-LipsEyesHandsPose,0.0003,0.00005,cosineAnnealer,4000,1000,25,0.981249988,299,5.00271E-05,1.1003689765930176,1.941307783126831,,,,
Transformer-embed=128-heads=2-ff=128-D=0.1-Dense=128-Dense=256-LipsEyesHandsPose_5k,0.5450000166893005,13,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7f95cc312c90>",2030,151,300,reduced-LipsEyesHandsPose,0.0003,0.00005,cosineAnnealer,4000,1000,25,0.9882500171661376,299,5.00271E-05,1.0461297035217283,1.9783560037612915,,,,
AK-LSTM32-LR-Dense256-fs=15-cls=13,0.5440000295639038,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6c5bf7b3d0>",739,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.5927059054374695,199,2.50181E-05,1.129201889038086,1.1914050579071045,,,,
AK-GRU16-LR-Dense256-gelu-fs=60-cls=5,0.5299999713897705,5,"Model summary : 
",139,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,60,0.5881249904632568,74,3.66092E-05,0.8942890167236328,0.902831495,0.5837500095367432,0.4923659563064575,0.5274999737739563,0.4292415976524353
RK-LSTM16-LR-Dense256-fs=15-cls=3,0.5274999737739563,5,"Model summary : 
<Sequential name=sequential_5, built=True>",1592,101,200,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,1600,400,36,0.6343749761581421,28,,1.2351880073547363,1.3125211000442505,,,,
AK-LSTM16-LR-Dense256-fs=15-cls=13,0.5253333449363708,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6c5bf61710>",736,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.5383529663085938,199,2.50181E-05,1.249822974205017,1.278745412826538,,,,
LSTM128-Dense128-Dense256-LipsEyesHandsPose_5k,0.5230000019073486,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f9e5311af10>",543,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,0.8867499828338623,99,5.00493E-05,1.2577396631240845,1.9248172044754028,,,,
LSTM64-Dense128-Dense256-LipsEyesHandsPose_5k,0.5210000276565552,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f9e240a0050>",616,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,0.6414999961853027,99,5.00493E-05,1.653400421142578,1.924990177154541,,,,
AK-GRU32-LR-Dense256-gelu-fs=15-cls=13,0.5120000243186951,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6b38261f90>",707,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.5437647104263306,199,2.50181E-05,1.2256383895874023,1.249293088912964,,,,
AK-GRU16-LR-Dense256-gelu-fs=15-cls=13,0.46666666865348816,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f6a143c3e90>",722,101,200,all,0.0001,0.00005,cosineAnnealer,4250,750,15,0.48988234996795654,199,2.50181E-05,1.3702888488769531,1.3668889999389648,,,,
LSTM128-Dense128-Dense256-allfeatures,0.4333333373069763,3,"Model summary : 
<Sequential name=sequential, built=True>",10559,50,100,all,0.0001,0.00005,cosineAnnealer,240,60,60,0.4375,46,,1.0150154829025269,1.0469517707824707,,,,
LSTM256-LSTM64-LR-Dense128-GELU-Dense256-GELU-LipsEyesHandsPose_scaled_5k,0.38100001215934753,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f107bf87310>",490,51,100,reduced-LipsEyesHandsPose-scaled,0.0001,0.00005,cosineAnnealer,4000,1000,25,0.5115000009536743,19,8.33089E-05,1.9972718954086304,2.2255666255950928,,,,
Transformer-embed=128-heads=2-ff=128-D=0.1-Dense=128-Dense=256-LipsEyesHandsPose_5k,0.20600000023841855,13,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7f954fea9a50>",84,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,0.12099999934434892,0,9.99507E-05,2.5330991744995117,2.426353454589844,,,,
AK-LSTM256-LR-Dense128-gelu,,3,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f45971c8950>",32,50,100,all,0.0001,0.00005,cosineAnnealer,850,150,20,,,,,,,,,
LSTM256-Dense128-Dense256-LipsEyesHandsPose_5k,,13,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7f954ca53f10>",22,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,,,,,,,,,
AK-BGRU256-LR-Dense256-gelu-fs=36-cls=5,,5,"Model summary : 
",1566,101,200,all,0.0001,0.00005,cosineAnnealer,1600,400,36,,,,,,,,,
LSTM256-Dense128-Dense256-LipsEyesHandsPose_5k,,13,"Model summary : 
<keras.src.engine.functional.Functional object at 0x7f95007f5210>",25,50,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,,,,,,,,,
LSTM128-Dense128-Dense256-LipsEyesHandsPose_5k,,13,"Model summary : 
<keras.src.engine.sequential.Sequential object at 0x7f1076f7a410>",5541,51,100,reduced-LipsEyesHandsPose,0.0001,0.00005,cosineAnnealer,4000,1000,25,,,,,,,,,
